record_id,entity_type,entity_id,issuer_id,legal_entity_id,plant_id,group_id,name,layer,registration_source,source_url,query_date,record_status,double_count_key,double_count_rule,aggregation_policy,product_scope,notes
cand:l2-twse-6916,issuer,issuer:TW:6916,issuer:TW:6916,-,-,-,華凌,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6916,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6916""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6918,issuer,issuer:TW:6918,issuer:TW:6918,-,-,-,愛派司,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6918,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6918""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6919,issuer,issuer:TW:6919,issuer:TW:6919,-,-,-,康霈*,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6919,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6919""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6921,issuer,issuer:TW:6921,issuer:TW:6921,-,-,-,嘉雨思-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6921,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6921""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6923,issuer,issuer:TW:6923,issuer:TW:6923,-,-,-,中台,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6923,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6923""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6924,issuer,issuer:TW:6924,issuer:TW:6924,-,-,-,榮惠-KY創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6924,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6924""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6928,issuer,issuer:TW:6928,issuer:TW:6928,-,-,-,攸泰科技,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6928,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6928""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6931,issuer,issuer:TW:6931,issuer:TW:6931,-,-,-,青松健康,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6931,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6931""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6933,issuer,issuer:TW:6933,issuer:TW:6933,-,-,-,AMAX-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6933,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6933""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6934,issuer,issuer:TW:6934,issuer:TW:6934,-,-,-,心誠鎂,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6934,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6934""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6936,issuer,issuer:TW:6936,issuer:TW:6936,-,-,-,永鴻生技,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6936,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6936""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6937,issuer,issuer:TW:6937,issuer:TW:6937,-,-,-,天虹,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6937,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6937""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6944,issuer,issuer:TW:6944,issuer:TW:6944,-,-,-,兆聯實業,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6944,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6944""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6947,issuer,issuer:TW:6947,issuer:TW:6947,-,-,-,台鎔科技,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6947,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6947""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6949,issuer,issuer:TW:6949,issuer:TW:6949,-,-,-,沛爾生醫-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6949,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6949""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6951,issuer,issuer:TW:6951,issuer:TW:6951,-,-,-,青新-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6951,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6951""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6952,issuer,issuer:TW:6952,issuer:TW:6952,-,-,-,大武山,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6952,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6952""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6955,issuer,issuer:TW:6955,issuer:TW:6955,-,-,-,邦睿生技-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6955,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6955""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6957,issuer,issuer:TW:6957,issuer:TW:6957,-,-,-,裕慶-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6957,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6957""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6958,issuer,issuer:TW:6958,issuer:TW:6958,-,-,-,日盛台駿,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6958,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6958""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6962,issuer,issuer:TW:6962,issuer:TW:6962,-,-,-,奕力-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6962,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6962""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6965,issuer,issuer:TW:6965,issuer:TW:6965,-,-,-,中傑-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6965,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6965""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6969,issuer,issuer:TW:6969,issuer:TW:6969,-,-,-,成信實業*-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6969,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6969""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6988,issuer,issuer:TW:6988,issuer:TW:6988,-,-,-,威力暘-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6988,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6988""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-6994,issuer,issuer:TW:6994,issuer:TW:6994,-,-,-,富威電力,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:6994,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 6994""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7610,issuer,issuer:TW:7610,issuer:TW:7610,-,-,-,聯友金屬-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7610,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7610""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7631,issuer,issuer:TW:7631,issuer:TW:7631,-,-,-,聚賢研發-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7631,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7631""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7689,issuer,issuer:TW:7689,issuer:TW:7689,-,-,-,大鵬科CLMX,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7689,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7689""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7705,issuer,issuer:TW:7705,issuer:TW:7705,-,-,-,三商餐飲,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7705,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7705""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7711,issuer,issuer:TW:7711,issuer:TW:7711,-,-,-,永擎,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7711,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7711""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7721,issuer,issuer:TW:7721,issuer:TW:7721,-,-,-,微程式,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7721,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7721""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7722,issuer,issuer:TW:7722,issuer:TW:7722,-,-,-,LINEPAY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7722,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7722""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7730,issuer,issuer:TW:7730,issuer:TW:7730,-,-,-,暉盛-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7730,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7730""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7732,issuer,issuer:TW:7732,issuer:TW:7732,-,-,-,金興精密,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7732,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7732""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7736,issuer,issuer:TW:7736,issuer:TW:7736,-,-,-,虎山,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7736,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7736""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7740,issuer,issuer:TW:7740,issuer:TW:7740,-,-,-,熙特爾-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7740,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7740""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7749,issuer,issuer:TW:7749,issuer:TW:7749,-,-,-,意騰-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7749,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7749""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7750,issuer,issuer:TW:7750,issuer:TW:7750,-,-,-,新代,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7750,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7750""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7760,issuer,issuer:TW:7760,issuer:TW:7760,-,-,-,享溫馨,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7760,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7760""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7765,issuer,issuer:TW:7765,issuer:TW:7765,-,-,-,中華資安,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7765,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7765""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7768,issuer,issuer:TW:7768,issuer:TW:7768,-,-,-,頌勝科技,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7768,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7768""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7769,issuer,issuer:TW:7769,issuer:TW:7769,-,-,-,鴻勁,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7769,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7769""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7780,issuer,issuer:TW:7780,issuer:TW:7780,-,-,-,大研生醫*,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7780,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7780""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7786,issuer,issuer:TW:7786,issuer:TW:7786,-,-,-,東方風能,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7786,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7786""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7788,issuer,issuer:TW:7788,issuer:TW:7788,-,-,-,松川精密,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7788,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7788""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7791,issuer,issuer:TW:7791,issuer:TW:7791,-,-,-,皇家可口,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7791,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7791""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7795,issuer,issuer:TW:7795,issuer:TW:7795,-,-,-,長廣,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7795,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7795""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7799,issuer,issuer:TW:7799,issuer:TW:7799,-,-,-,禾榮科,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7799,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7799""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7803,issuer,issuer:TW:7803,issuer:TW:7803,-,-,-,雲象科技-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7803,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7803""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7818,issuer,issuer:TW:7818,issuer:TW:7818,-,-,-,溢泰實業,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7818,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7818""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7821,issuer,issuer:TW:7821,issuer:TW:7821,-,-,-,神數,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7821,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7821""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7822,issuer,issuer:TW:7822,issuer:TW:7822,-,-,-,倍利科,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7822,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7822""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7823,issuer,issuer:TW:7823,issuer:TW:7823,-,-,-,奧義賽博-KY創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7823,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7823""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7827,issuer,issuer:TW:7827,issuer:TW:7827,-,-,-,漢康-KY創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7827,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7827""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7835,issuer,issuer:TW:7835,issuer:TW:7835,-,-,-,永悅健康-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7835,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7835""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
cand:l2-twse-7855,issuer,issuer:TW:7855,issuer:TW:7855,-,-,-,和運租車,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,待核,l2:TWSE:7855,无,不适用,L2机械母集；未挂格,"四件套：URL=source_url；检索日=2026-08-28；命中引语=""公司代號 7855""；判定类别=L2机械母集/待人工裁决。原始出表日期=1150827；完整发行人母集不推定PCB主营、中国大陆厂址或物理产能。"
